payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0033776,L022188,2024-11-05,171,1
P0033777,L022188,2024-12-05,180,1
P0033778,L022188,2025-01-04,180,1
P0033779,L022188,2025-02-03,180,1
P0033780,L022189,2024-08-29,4,0
P0033781,L022191,2021-08-17,3,0
P0033782,L022194,2024-04-28,0,0
P0033783,L022194,2024-05-28,9,0
P0033784,L022194,2024-06-27,2,0
P0033785,L022195,2022-02-02,38,0
P0033786,L022195,2022-03-04,57,0
P0033787,L022195,2022-04-03,82,0
P0033788,L022197,2023-11-16,16,0
P0033789,L022197,2023-12-16,43,0
P0033790,L022197,2024-01-15,66,0
P0033791,L022197,2024-02-14,95,1
P0033792,L022197,2024-03-15,130,1
P0033793,L022197,2024-04-14,168,1
P0033794,L022197,2024-05-14,180,1
P0033795,L022198,2023-07-24,12,0
P0033796,L022199,2025-02-04,0,0
P0033797,L022200,2025-12-28,11,0
P0033798,L022201,2021-04-29,26,0
P0033799,L022201,2021-05-29,50,0
P0033800,L022201,2021-06-28,81,0
P0033801,L022201,2021-07-28,102,1
P0033802,L022201,2021-08-27,136,1
P0033803,L022201,2021-09-26,177,1
P0033804,L022203,2023-11-28,19,0
P0033805,L022204,2023-01-23,16,0
P0033806,L022205,2024-11-19,25,0
P0033807,L022205,2024-12-19,63,0
P0033808,L022205,2025-01-18,85,0
P0033809,L022205,2025-02-17,122,1
P0033810,L022205,2025-03-19,163,1
P0033811,L022206,2025-09-13,6,0
P0033812,L022206,2025-10-13,0,0
P0033813,L022207,2023-05-05,15,0
P0033814,L022208,2025-04-08,11,0
P0033815,L022208,2025-05-08,0,0
P0033816,L022210,2021-02-23,0,0
P0033817,L022210,2021-03-25,15,0
P0033818,L022213,2021-07-17,0,0
P0033819,L022214,2022-02-12,13,0
P0033820,L022214,2022-03-14,0,0
P0033821,L022214,2022-04-13,7,0
P0033822,L022215,2021-04-19,19,0
P0033823,L022215,2021-05-19,19,0
P0033824,L022216,2021-10-11,39,0
P0033825,L022216,2021-11-10,83,0
P0033826,L022216,2021-12-10,109,1
P0033827,L022216,2022-01-09,127,1
P0033828,L022218,2021-07-04,13,0
P0033829,L022218,2021-08-03,2,0
P0033830,L022224,2024-08-30,7,0
P0033831,L022225,2023-12-14,3,0
P0033832,L022225,2024-01-13,2,0
P0033833,L022226,2025-04-28,16,0
P0033834,L022226,2025-05-28,6,0
P0033835,L022228,2021-11-28,9,0
P0033836,L022228,2021-12-28,0,0
P0033837,L022228,2022-01-27,14,0
P0033838,L022229,2025-10-15,8,0
P0033839,L022231,2025-05-12,15,0
P0033840,L022231,2025-06-11,10,0
P0033841,L022232,2023-03-11,31,0
P0033842,L022232,2023-04-10,62,0
P0033843,L022232,2023-05-10,101,1
P0033844,L022232,2023-06-09,143,1
P0033845,L022232,2023-07-09,168,1
P0033846,L022233,2021-05-09,21,0
P0033847,L022233,2021-06-08,52,0
P0033848,L022233,2021-07-08,69,0
P0033849,L022233,2021-08-07,93,1
P0033850,L022233,2021-09-06,130,1
P0033851,L022233,2021-10-06,170,1
P0033852,L022234,2021-11-01,0,0
P0033853,L022235,2024-10-02,0,0
P0033854,L022236,2025-02-03,4,0
P0033855,L022237,2022-01-09,35,0
P0033856,L022237,2022-02-08,68,0
P0033857,L022237,2022-03-10,96,1
P0033858,L022237,2022-04-09,136,1
P0033859,L022237,2022-05-09,154,1
P0033860,L022237,2022-06-08,175,1
P0033861,L022239,2022-09-09,1,0
P0033862,L022240,2023-04-18,4,0
P0033863,L022242,2025-04-30,24,0
P0033864,L022242,2025-05-30,46,0
P0033865,L022242,2025-06-29,66,0
P0033866,L022242,2025-07-29,102,1
P0033867,L022242,2025-08-28,144,1
P0033868,L022243,2025-11-30,38,0
P0033869,L022243,2025-12-30,66,0
P0033870,L022243,2026-01-29,92,1
P0033871,L022245,2022-04-12,0,0
P0033872,L022245,2022-05-12,7,0
P0033873,L022246,2024-01-04,21,0
P0033874,L022246,2024-02-03,46,0
P0033875,L022246,2024-03-04,69,0
P0033876,L022246,2024-04-03,113,1
P0033877,L022246,2024-05-03,151,1
P0033878,L022248,2023-11-07,5,0
P0033879,L022248,2023-12-07,4,0
P0033880,L022248,2024-01-06,0,0
P0033881,L022250,2025-11-20,8,0
P0033882,L022250,2025-12-20,5,0
P0033883,L022255,2022-04-28,14,0
P0033884,L022255,2022-05-28,5,0
P0033885,L022255,2022-06-27,0,0
P0033886,L022258,2025-07-20,7,0
P0033887,L022258,2025-08-19,0,0
P0033888,L022260,2021-04-24,23,0
P0033889,L022260,2021-05-24,45,0
P0033890,L022260,2021-06-23,89,0
P0033891,L022260,2021-07-23,124,1
P0033892,L022260,2021-08-22,161,1
P0033893,L022260,2021-09-21,180,1
P0033894,L022260,2021-10-21,180,1
P0033895,L022261,2023-04-03,32,0
P0033896,L022261,2023-05-03,55,0
P0033897,L022261,2023-06-02,76,0
P0033898,L022261,2023-07-02,118,1
P0033899,L022261,2023-08-01,152,1
P0033900,L022261,2023-08-31,176,1
P0033901,L022262,2022-03-21,4,0
P0033902,L022263,2023-01-11,33,0
P0033903,L022263,2023-02-10,56,0
P0033904,L022263,2023-03-12,95,1
P0033905,L022263,2023-04-11,115,1
P0033906,L022263,2023-05-11,146,1
P0033907,L022263,2023-06-10,171,1
P0033908,L022263,2023-07-10,180,1
P0033909,L022263,2023-08-09,180,1
P0033910,L022265,2024-10-07,43,0
P0033911,L022265,2024-11-06,66,0
P0033912,L022265,2024-12-06,109,1
P0033913,L022265,2025-01-05,126,1
P0033914,L022265,2025-02-04,142,1
P0033915,L022265,2025-03-06,180,1
P0033916,L022265,2025-04-05,180,1
P0033917,L022266,2021-03-12,10,0
P0033918,L022267,2022-10-23,2,0
P0033919,L022273,2022-04-17,36,0
P0033920,L022273,2022-05-17,57,0
P0033921,L022273,2022-06-16,78,0
P0033922,L022273,2022-07-16,114,1
P0033923,L022273,2022-08-15,129,1
P0033924,L022273,2022-09-14,158,1
P0033925,L022273,2022-10-14,180,1
P0033926,L022275,2025-08-27,8,0
P0033927,L022275,2025-09-26,13,0
P0033928,L022276,2021-11-04,8,0
P0033929,L022279,2025-01-07,7,0
P0033930,L022279,2025-02-06,0,0
P0033931,L022280,2025-09-02,32,0
P0033932,L022280,2025-10-02,70,0
P0033933,L022280,2025-11-01,90,1
P0033934,L022280,2025-12-01,111,1
P0033935,L022281,2024-12-11,10,0
P0033936,L022281,2025-01-10,4,0
P0033937,L022283,2021-05-23,2,0
P0033938,L022287,2022-10-05,1,0
P0033939,L022287,2022-11-04,0,0
P0033940,L022287,2022-12-04,0,0
P0033941,L022289,2023-02-05,16,0
P0033942,L022292,2022-02-03,0,0
P0033943,L022292,2022-03-05,0,0
P0033944,L022294,2021-12-03,20,0
P0033945,L022294,2022-01-02,63,0
P0033946,L022294,2022-02-01,101,1
P0033947,L022295,2022-02-11,30,0
P0033948,L022295,2022-03-13,60,0
P0033949,L022295,2022-04-12,83,0
P0033950,L022295,2022-05-12,110,1
P0033951,L022295,2022-06-11,149,1
P0033952,L022295,2022-07-11,180,1
P0033953,L022295,2022-08-10,180,1
P0033954,L022295,2022-09-09,180,1
P0033955,L022299,2023-05-25,18,0
P0033956,L022302,2024-09-13,14,0
P0033957,L022302,2024-10-13,2,0
P0033958,L022302,2024-11-12,19,0
P0033959,L022303,2021-11-12,18,0
P0033960,L022303,2021-12-12,7,0
P0033961,L022303,2022-01-11,0,0
P0033962,L022304,2024-05-25,32,0
P0033963,L022304,2024-06-24,69,0
P0033964,L022304,2024-07-24,102,1
P0033965,L022304,2024-08-23,126,1
P0033966,L022304,2024-09-22,164,1
P0033967,L022304,2024-10-22,180,1
P0033968,L022307,2024-06-01,18,0
P0033969,L022307,2024-07-01,48,0
P0033970,L022307,2024-07-31,82,0
P0033971,L022307,2024-08-30,118,1
P0033972,L022307,2024-09-29,156,1
P0033973,L022307,2024-10-29,180,1
P0033974,L022307,2024-11-28,180,1
P0033975,L022309,2025-03-20,12,0
P0033976,L022309,2025-04-19,2,0
P0033977,L022309,2025-05-19,17,0
P0033978,L022311,2023-02-12,16,0
P0033979,L022311,2023-03-14,33,0
P0033980,L022311,2023-04-13,60,0
P0033981,L022311,2023-05-13,78,0
P0033982,L022311,2023-06-12,111,1
P0033983,L022311,2023-07-12,127,1
P0033984,L022311,2023-08-11,170,1
P0033985,L022311,2023-09-10,180,1
P0033986,L022315,2024-02-23,40,0
P0033987,L022315,2024-03-24,67,0
P0033988,L022315,2024-04-23,90,1
P0033989,L022315,2024-05-23,105,1
P0033990,L022315,2024-06-22,125,1
P0033991,L022316,2022-04-16,0,0
P0033992,L022318,2024-11-24,0,0
P0033993,L022318,2024-12-24,4,0
P0033994,L022325,2023-09-27,34,0
P0033995,L022325,2023-10-27,62,0
P0033996,L022325,2023-11-26,91,1
P0033997,L022325,2023-12-26,121,1
P0033998,L022325,2024-01-25,164,1
P0033999,L022325,2024-02-24,180,1
P0034000,L022326,2026-01-11,13,0
P0034001,L022326,2026-02-10,10,0
P0034002,L022326,2026-03-12,0,0
P0034003,L022327,2023-04-23,10,0
P0034004,L022330,2021-02-26,0,0
P0034005,L022332,2021-08-23,38,0
P0034006,L022332,2021-09-22,54,0
P0034007,L022332,2021-10-22,84,0
P0034008,L022332,2021-11-21,120,1
P0034009,L022333,2024-08-07,42,0
P0034010,L022333,2024-09-06,74,0
P0034011,L022333,2024-10-06,116,1
P0034012,L022333,2024-11-05,152,1
P0034013,L022333,2024-12-05,180,1
P0034014,L022335,2022-07-23,0,0
P0034015,L022336,2022-07-27,1,0
P0034016,L022337,2023-08-28,9,0
P0034017,L022338,2025-10-26,27,0
P0034018,L022338,2025-11-25,49,0
P0034019,L022338,2025-12-25,87,0
P0034020,L022338,2026-01-24,116,1
P0034021,L022338,2026-02-23,152,1
P0034022,L022338,2026-03-25,180,1
P0034023,L022339,2024-06-08,23,0
P0034024,L022339,2024-07-08,62,0
P0034025,L022339,2024-08-07,105,1
P0034026,L022339,2024-09-06,144,1
P0034027,L022340,2023-09-23,14,0
P0034028,L022341,2025-07-04,17,0
P0034029,L022341,2025-08-03,15,0
P0034030,L022342,2023-09-06,17,0
P0034031,L022342,2023-10-06,2,0
P0034032,L022342,2023-11-05,0,0
P0034033,L022345,2024-04-05,7,0
P0034034,L022346,2021-08-21,0,0
P0034035,L022348,2025-08-19,7,0
P0034036,L022349,2022-03-07,1,0
P0034037,L022349,2022-04-06,0,0
P0034038,L022350,2021-03-17,22,0
P0034039,L022350,2021-04-16,38,0
P0034040,L022350,2021-05-16,69,0
P0034041,L022350,2021-06-15,107,1
P0034042,L022350,2021-07-15,134,1
P0034043,L022350,2021-08-14,169,1
P0034044,L022350,2021-09-13,180,1
P0034045,L022350,2021-10-13,180,1
P0034046,L022354,2025-05-12,15,0
P0034047,L022356,2022-11-03,4,0
P0034048,L022357,2026-01-05,23,0
P0034049,L022357,2026-02-04,59,0
P0034050,L022357,2026-03-06,84,0
P0034051,L022357,2026-04-05,116,1
P0034052,L022358,2021-11-22,13,0
P0034053,L022359,2025-09-21,6,0
P0034054,L022361,2022-07-03,22,0
P0034055,L022361,2022-08-02,59,0
P0034056,L022361,2022-09-01,94,1
P0034057,L022361,2022-10-01,117,1
P0034058,L022363,2023-04-01,0,0
P0034059,L022363,2023-05-01,0,0
P0034060,L022364,2022-09-26,0,0
P0034061,L022366,2023-10-07,0,0
P0034062,L022368,2024-07-16,18,0
P0034063,L022369,2024-12-07,4,0
P0034064,L022369,2025-01-06,13,0
P0034065,L022371,2021-08-09,18,0
P0034066,L022371,2021-09-08,51,0
P0034067,L022371,2021-10-08,75,0
P0034068,L022371,2021-11-07,115,1
P0034069,L022371,2021-12-07,138,1
P0034070,L022371,2022-01-06,163,1
P0034071,L022371,2022-02-05,180,1
P0034072,L022373,2022-03-29,8,0
P0034073,L022375,2021-11-17,0,0
P0034074,L022375,2021-12-17,2,0
P0034075,L022376,2021-11-07,23,0
P0034076,L022376,2021-12-07,45,0
P0034077,L022376,2022-01-06,68,0
P0034078,L022376,2022-02-05,100,1
P0034079,L022376,2022-03-07,144,1
P0034080,L022376,2022-04-06,179,1
P0034081,L022376,2022-05-06,180,1
P0034082,L022376,2022-06-05,180,1
P0034083,L022380,2025-05-17,10,0
P0034084,L022382,2021-08-10,34,0
P0034085,L022382,2021-09-09,71,0
P0034086,L022382,2021-10-09,87,0
P0034087,L022382,2021-11-08,124,1
P0034088,L022382,2021-12-08,143,1
P0034089,L022382,2022-01-07,173,1
P0034090,L022385,2025-11-07,12,0
P0034091,L022389,2024-02-17,0,0
P0034092,L022393,2025-09-18,33,0
P0034093,L022393,2025-10-18,66,0
P0034094,L022393,2025-11-17,110,1
P0034095,L022393,2025-12-17,132,1
P0034096,L022394,2025-03-05,32,0
P0034097,L022394,2025-04-04,53,0
P0034098,L022394,2025-05-04,69,0
P0034099,L022394,2025-06-03,113,1
P0034100,L022394,2025-07-03,131,1
P0034101,L022395,2022-08-16,13,0
P0034102,L022396,2024-09-29,9,0
P0034103,L022398,2023-09-11,5,0
P0034104,L022398,2023-10-11,0,0
P0034105,L022399,2025-07-01,25,0
P0034106,L022399,2025-07-31,59,0
P0034107,L022399,2025-08-30,76,0
P0034108,L022399,2025-09-29,120,1
P0034109,L022399,2025-10-29,146,1
P0034110,L022399,2025-11-28,172,1
P0034111,L022399,2025-12-28,180,1
P0034112,L022400,2022-10-26,9,0
P0034113,L022401,2023-09-07,1,0
P0034114,L022401,2023-10-07,1,0
P0034115,L022401,2023-11-06,6,0
P0034116,L022402,2025-03-01,18,0
P0034117,L022403,2025-09-23,43,0
P0034118,L022403,2025-10-23,62,0
P0034119,L022403,2025-11-22,105,1
P0034120,L022403,2025-12-22,139,1
P0034121,L022403,2026-01-21,171,1
P0034122,L022403,2026-02-20,180,1
P0034123,L022405,2024-04-13,0,0
P0034124,L022406,2022-03-30,37,0
P0034125,L022406,2022-04-29,67,0
P0034126,L022406,2022-05-29,98,1
P0034127,L022406,2022-06-28,142,1
P0034128,L022406,2022-07-28,157,1
P0034129,L022406,2022-08-27,180,1
P0034130,L022406,2022-09-26,180,1
P0034131,L022406,2022-10-26,180,1
P0034132,L022407,2022-07-16,16,0
P0034133,L022407,2022-08-15,52,0
P0034134,L022407,2022-09-14,72,0
P0034135,L022407,2022-10-14,94,1
P0034136,L022408,2024-09-20,0,0
P0034137,L022408,2024-10-20,16,0
P0034138,L022409,2024-10-29,18,0
P0034139,L022410,2021-02-01,19,0
P0034140,L022410,2021-03-03,45,0
P0034141,L022410,2021-04-02,75,0
P0034142,L022411,2021-04-12,11,0
P0034143,L022413,2025-11-05,1,0
P0034144,L022414,2022-07-18,0,0
P0034145,L022414,2022-08-17,2,0
P0034146,L022416,2022-05-21,19,0
P0034147,L022416,2022-06-20,52,0
P0034148,L022416,2022-07-20,70,0
P0034149,L022416,2022-08-19,109,1
P0034150,L022416,2022-09-18,151,1
P0034151,L022416,2022-10-18,180,1
P0034152,L022416,2022-11-17,180,1
P0034153,L022419,2025-05-21,11,0
P0034154,L022421,2023-06-11,33,0
P0034155,L022421,2023-07-11,49,0
P0034156,L022421,2023-08-10,75,0
P0034157,L022421,2023-09-09,97,1
P0034158,L022421,2023-10-09,129,1
P0034159,L022422,2025-06-22,10,0
P0034160,L022423,2022-02-11,0,0
P0034161,L022425,2022-01-05,6,0
P0034162,L022425,2022-02-04,0,0
P0034163,L022428,2022-05-05,0,0
P0034164,L022430,2025-02-25,0,0
P0034165,L022434,2023-07-27,6,0
P0034166,L022434,2023-08-26,10,0
P0034167,L022435,2021-02-15,27,0
P0034168,L022435,2021-03-17,68,0
P0034169,L022435,2021-04-16,112,1
P0034170,L022435,2021-05-16,143,1
P0034171,L022435,2021-06-15,171,1
P0034172,L022435,2021-07-15,180,1
P0034173,L022436,2024-09-02,0,0
P0034174,L022438,2025-06-04,0,0
P0034175,L022440,2022-04-03,1,0
P0034176,L022440,2022-05-03,19,0
P0034177,L022442,2022-02-18,37,0
P0034178,L022442,2022-03-20,61,0
P0034179,L022442,2022-04-19,94,1
P0034180,L022442,2022-05-19,116,1
P0034181,L022442,2022-06-18,141,1
P0034182,L022442,2022-07-18,176,1
P0034183,L022442,2022-08-17,180,1
P0034184,L022442,2022-09-16,180,1
P0034185,L022443,2024-12-25,1,0
P0034186,L022443,2025-01-24,0,0
P0034187,L022446,2022-06-08,3,0
P0034188,L022447,2021-10-27,3,0
P0034189,L022447,2021-11-26,11,0
P0034190,L022448,2023-01-06,12,0
P0034191,L022449,2021-02-15,10,0
P0034192,L022450,2022-08-17,24,0
P0034193,L022450,2022-09-16,50,0
P0034194,L022450,2022-10-16,82,0
P0034195,L022450,2022-11-15,121,1
P0034196,L022450,2022-12-15,144,1
P0034197,L022450,2023-01-14,174,1
P0034198,L022450,2023-02-13,180,1
P0034199,L022450,2023-03-15,180,1
P0034200,L022451,2023-06-16,22,0
P0034201,L022451,2023-07-16,57,0
P0034202,L022451,2023-08-15,96,1
P0034203,L022451,2023-09-14,140,1
P0034204,L022451,2023-10-14,170,1
P0034205,L022451,2023-11-13,180,1
P0034206,L022451,2023-12-13,180,1
P0034207,L022451,2024-01-12,180,1
P0034208,L022452,2025-09-05,0,0
P0034209,L022455,2022-01-29,0,0
P0034210,L022456,2021-06-14,0,0
P0034211,L022456,2021-07-14,0,0
P0034212,L022456,2021-08-13,19,0
P0034213,L022457,2024-04-17,0,0
P0034214,L022458,2021-11-16,9,0
P0034215,L022458,2021-12-16,2,0
P0034216,L022459,2023-05-14,29,0
P0034217,L022459,2023-06-13,70,0
P0034218,L022459,2023-07-13,94,1
P0034219,L022459,2023-08-12,122,1
P0034220,L022459,2023-09-11,143,1
P0034221,L022459,2023-10-11,179,1
P0034222,L022459,2023-11-10,180,1
P0034223,L022459,2023-12-10,180,1
P0034224,L022460,2024-04-24,0,0
P0034225,L022460,2024-05-24,11,0
P0034226,L022461,2023-08-14,14,0
P0034227,L022463,2023-05-16,9,0
P0034228,L022464,2021-07-14,36,0
P0034229,L022464,2021-08-13,55,0
P0034230,L022464,2021-09-12,75,0
P0034231,L022464,2021-10-12,102,1
P0034232,L022464,2021-11-11,139,1
P0034233,L022464,2021-12-11,154,1
P0034234,L022465,2024-06-27,1,0
P0034235,L022465,2024-07-27,0,0
P0034236,L022467,2021-05-25,19,0
P0034237,L022467,2021-06-24,52,0
P0034238,L022467,2021-07-24,74,0
P0034239,L022467,2021-08-23,104,1
P0034240,L022467,2021-09-22,128,1
P0034241,L022473,2021-12-26,0,0
P0034242,L022474,2025-06-07,3,0
P0034243,L022475,2021-06-04,23,0
P0034244,L022475,2021-07-04,64,0
P0034245,L022475,2021-08-03,98,1
P0034246,L022475,2021-09-02,139,1
P0034247,L022475,2021-10-02,180,1
P0034248,L022475,2021-11-01,180,1
P0034249,L022475,2021-12-01,180,1
P0034250,L022475,2021-12-31,180,1
P0034251,L022476,2024-12-21,12,0
P0034252,L022478,2025-01-05,35,0
P0034253,L022478,2025-02-04,54,0
P0034254,L022478,2025-03-06,84,0
P0034255,L022478,2025-04-05,103,1
P0034256,L022478,2025-05-05,138,1
P0034257,L022478,2025-06-04,176,1
P0034258,L022482,2022-07-06,0,0
P0034259,L022482,2022-08-05,2,0
P0034260,L022483,2021-07-09,0,0
P0034261,L022483,2021-08-08,4,0
P0034262,L022484,2025-06-20,0,0
P0034263,L022484,2025-07-20,19,0
P0034264,L022485,2023-11-10,0,0
P0034265,L022485,2023-12-10,0,0
P0034266,L022485,2024-01-09,3,0
P0034267,L022487,2023-07-23,19,0
P0034268,L022487,2023-08-22,60,0
P0034269,L022487,2023-09-21,76,0
P0034270,L022487,2023-10-21,114,1
P0034271,L022487,2023-11-20,148,1
P0034272,L022489,2025-05-08,19,0
P0034273,L022489,2025-06-07,39,0
P0034274,L022489,2025-07-07,76,0
P0034275,L022489,2025-08-06,105,1
P0034276,L022489,2025-09-05,138,1
P0034277,L022489,2025-10-05,161,1
P0034278,L022489,2025-11-04,180,1
P0034279,L022489,2025-12-04,180,1
P0034280,L022491,2022-04-08,18,0
P0034281,L022491,2022-05-08,39,0
P0034282,L022491,2022-06-07,64,0
P0034283,L022491,2022-07-07,88,0
P0034284,L022491,2022-08-06,116,1
P0034285,L022491,2022-09-05,145,1
P0034286,L022491,2022-10-05,166,1
P0034287,L022491,2022-11-04,180,1
P0034288,L022494,2023-12-13,4,0
P0034289,L022494,2024-01-12,0,0
P0034290,L022494,2024-02-11,18,0
P0034291,L022496,2022-10-14,0,0
P0034292,L022496,2022-11-13,6,0
P0034293,L022497,2023-07-28,0,0
P0034294,L022498,2021-12-29,41,0
P0034295,L022498,2022-01-28,62,0
P0034296,L022498,2022-02-27,104,1
P0034297,L022498,2022-03-29,144,1
P0034298,L022498,2022-04-28,162,1
P0034299,L022498,2022-05-28,180,1
P0034300,L022498,2022-06-27,180,1
P0034301,L022498,2022-07-27,180,1
P0034302,L022499,2022-12-11,3,0
P0034303,L022501,2023-08-25,0,0
P0034304,L022505,2024-09-01,36,0
P0034305,L022505,2024-10-01,78,0
P0034306,L022505,2024-10-31,118,1
P0034307,L022505,2024-11-30,159,1
P0034308,L022505,2024-12-30,180,1
P0034309,L022506,2024-10-12,7,0
P0034310,L022507,2025-07-13,24,0
P0034311,L022507,2025-08-12,61,0
P0034312,L022507,2025-09-11,95,1
P0034313,L022507,2025-10-11,117,1
P0034314,L022507,2025-11-10,151,1
P0034315,L022509,2021-09-07,0,0
P0034316,L022509,2021-10-07,0,0
P0034317,L022513,2023-09-13,44,0
P0034318,L022513,2023-10-13,64,0
P0034319,L022513,2023-11-12,90,1
P0034320,L022513,2023-12-12,111,1
P0034321,L022514,2021-11-07,40,0
P0034322,L022514,2021-12-07,62,0
P0034323,L022514,2022-01-06,105,1
P0034324,L022515,2023-10-22,42,0
P0034325,L022515,2023-11-21,85,0
P0034326,L022515,2023-12-21,100,1
P0034327,L022515,2024-01-20,117,1
P0034328,L022515,2024-02-19,139,1
P0034329,L022515,2024-03-20,162,1
P0034330,L022516,2021-09-26,14,0
P0034331,L022517,2021-06-21,8,0
P0034332,L022518,2022-09-05,1,0
P0034333,L022520,2026-01-28,13,0
P0034334,L022520,2026-02-27,1,0
P0034335,L022524,2024-11-13,4,0
P0034336,L022524,2024-12-13,8,0
P0034337,L022526,2025-12-04,0,0
P0034338,L022528,2025-10-20,40,0
P0034339,L022528,2025-11-19,61,0
P0034340,L022528,2025-12-19,101,1
P0034341,L022529,2026-01-07,12,0
P0034342,L022529,2026-02-06,9,0
P0034343,L022529,2026-03-08,10,0
P0034344,L022533,2024-12-28,17,0
P0034345,L022533,2025-01-27,35,0
P0034346,L022533,2025-02-26,79,0
P0034347,L022534,2023-04-01,19,0
P0034348,L022534,2023-05-01,49,0
P0034349,L022534,2023-05-31,90,1
P0034350,L022534,2023-06-30,113,1
P0034351,L022534,2023-07-30,139,1
P0034352,L022534,2023-08-29,177,1
P0034353,L022539,2021-11-03,19,0
P0034354,L022539,2021-12-03,50,0
P0034355,L022539,2022-01-02,71,0
P0034356,L022539,2022-02-01,109,1
P0034357,L022543,2024-03-26,6,0
P0034358,L022544,2025-11-03,33,0
P0034359,L022544,2025-12-03,49,0
P0034360,L022544,2026-01-02,69,0
P0034361,L022544,2026-02-01,103,1
P0034362,L022544,2026-03-03,122,1
P0034363,L022545,2025-04-06,0,0
P0034364,L022545,2025-05-06,0,0
P0034365,L022547,2025-11-30,0,0
P0034366,L022547,2025-12-30,8,0
P0034367,L022547,2026-01-29,1,0
P0034368,L022554,2022-11-02,9,0
P0034369,L022555,2021-03-12,0,0
P0034370,L022557,2022-03-27,42,0
P0034371,L022557,2022-04-26,61,0
P0034372,L022557,2022-05-26,90,1
P0034373,L022557,2022-06-25,129,1
P0034374,L022557,2022-07-25,145,1
P0034375,L022557,2022-08-24,166,1
P0034376,L022557,2022-09-23,180,1
P0034377,L022557,2022-10-23,180,1
P0034378,L022558,2021-09-01,3,0
P0034379,L022559,2021-06-03,14,0
P0034380,L022562,2025-08-08,3,0
P0034381,L022563,2024-08-13,5,0
P0034382,L022563,2024-09-12,3,0
P0034383,L022565,2022-04-21,37,0
P0034384,L022565,2022-05-21,74,0
P0034385,L022565,2022-06-20,113,1
P0034386,L022565,2022-07-20,140,1
P0034387,L022565,2022-08-19,171,1
P0034388,L022565,2022-09-18,180,1
P0034389,L022567,2021-08-07,4,0
P0034390,L022567,2021-09-06,0,0
P0034391,L022569,2025-08-10,0,0
P0034392,L022575,2021-03-02,0,0
P0034393,L022575,2021-04-01,11,0
P0034394,L022575,2021-05-01,4,0
P0034395,L022576,2024-09-01,36,0
P0034396,L022576,2024-10-01,61,0
P0034397,L022576,2024-10-31,88,0
P0034398,L022576,2024-11-30,107,1
P0034399,L022579,2023-03-01,44,0
P0034400,L022579,2023-03-31,76,0
P0034401,L022579,2023-04-30,102,1
P0034402,L022583,2022-05-04,18,0
P0034403,L022584,2025-05-23,11,0
P0034404,L022585,2021-04-04,0,0
P0034405,L022585,2021-05-04,2,0
P0034406,L022585,2021-06-03,3,0
P0034407,L022589,2021-05-07,0,0
P0034408,L022593,2023-08-20,16,0
P0034409,L022593,2023-09-19,6,0
P0034410,L022594,2021-05-14,0,0
P0034411,L022599,2025-12-15,17,0
P0034412,L022600,2024-02-21,23,0
P0034413,L022600,2024-03-22,53,0
P0034414,L022600,2024-04-21,68,0
P0034415,L022600,2024-05-21,104,1
P0034416,L022600,2024-06-20,121,1
P0034417,L022602,2023-11-18,16,0
P0034418,L022605,2023-03-30,14,0
P0034419,L022606,2023-02-06,8,0
P0034420,L022606,2023-03-08,9,0
P0034421,L022607,2024-02-26,14,0
P0034422,L022607,2024-03-27,0,0
P0034423,L022610,2023-01-23,6,0
P0034424,L022610,2023-02-22,1,0
P0034425,L022611,2021-08-07,0,0
P0034426,L022611,2021-09-06,0,0
P0034427,L022611,2021-10-06,10,0
P0034428,L022615,2021-09-10,0,0
P0034429,L022615,2021-10-10,0,0
P0034430,L022615,2021-11-09,0,0
P0034431,L022617,2024-04-20,24,0
P0034432,L022617,2024-05-20,46,0
P0034433,L022617,2024-06-19,66,0
P0034434,L022617,2024-07-19,107,1
P0034435,L022617,2024-08-18,139,1
P0034436,L022617,2024-09-17,159,1
P0034437,L022617,2024-10-17,180,1
P0034438,L022618,2024-08-05,27,0
P0034439,L022618,2024-09-04,63,0
