loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L017751,B007261,278400,48,21.36,5.97,Business,2022-06-18,Active,0,15.39
L017752,B004821,374700,24,14.78,5.68,Business,2022-05-25,Closed,0,9.1
L017753,B014868,95800,48,13.19,5.57,Medical,2022-06-01,Active,0,7.62
L017754,B007849,92300,24,11.15,6.7,Auto,2025-07-11,Default,1,4.45
L017755,B015095,290100,24,17.71,6.83,Personal,2024-06-24,Active,0,10.88
L017756,B001722,118900,36,16.9,5.31,Debt Consolidation,2021-12-31,Default,1,11.59
L017757,B014754,390800,48,20.07,6.86,Auto,2024-10-11,Closed,0,13.21
L017758,B016203,165300,24,28.09,7.09,Home Improvement,2025-06-15,Default,1,21.0
L017759,B004537,217400,36,16.41,6.11,Personal,2022-11-19,Closed,0,10.3
L017760,B010474,1051700,48,26.88,4.59,Home Improvement,2021-08-28,Closed,0,22.29
L017761,B001796,162400,48,21.86,4.74,Education,2021-07-23,Closed,0,17.12
L017762,B013946,273400,36,11.15,6.98,Business,2025-07-18,Closed,0,4.17
L017763,B013398,252700,36,16.66,6.9,Home Improvement,2023-07-10,Closed,0,9.76
L017764,B004128,362100,24,18.9,5.26,Debt Consolidation,2021-12-23,Closed,0,13.64
L017765,B009481,831200,36,15.15,7.25,Business,2024-02-04,Active,0,7.9
L017766,B000615,235800,24,24.24,6.91,Education,2024-07-04,Closed,0,17.33
L017767,B012168,1198700,24,10.92,6.99,Debt Consolidation,2025-11-29,Default,1,3.93
L017768,B012670,358700,12,18.74,3.96,Business,2021-01-13,Active,0,14.78
L017769,B012645,291600,36,12.71,5.1,Debt Consolidation,2021-11-09,Active,0,7.61
L017770,B011372,153700,48,18.85,7.03,Home Improvement,2024-02-25,Closed,0,11.82
L017771,B017102,472700,24,12.15,6.94,Personal,2025-08-11,Closed,0,5.21
L017772,B009274,157500,24,8.8,6.3,Auto,2022-09-05,Closed,0,2.5
L017773,B008519,464700,24,10.04,6.74,Auto,2023-06-23,Closed,0,3.3
L017774,B007589,307100,48,15.37,4.05,Business,2021-01-11,Default,1,11.32
L017775,B017999,356500,48,16.7,7.1,Personal,2024-05-17,Active,0,9.6
L017776,B007434,92000,60,17.27,4.33,Education,2021-04-27,Default,1,12.94
L017777,B011869,115100,12,10.4,6.24,Personal,2022-10-22,Active,0,4.16
L017778,B006076,221500,24,15.71,7.05,Medical,2024-03-13,Closed,0,8.66
L017779,B015733,46000,36,22.41,6.57,Home Improvement,2022-12-31,Default,1,15.84
L017780,B017704,95600,36,17.8,7.18,Personal,2023-10-12,Active,0,10.62
L017781,B013399,366000,24,24.57,6.98,Business,2024-07-15,Default,1,17.59
L017782,B002741,83000,48,9.13,4.76,Medical,2021-07-05,Closed,0,4.37
L017783,B008006,400300,60,19.73,7.24,Medical,2024-04-29,Closed,0,12.49
L017784,B017481,261000,12,10.25,7.05,Personal,2024-01-17,Closed,0,3.2
L017785,B007018,28400,24,16.84,5.54,Debt Consolidation,2022-05-02,Closed,0,11.3
L017786,B006759,291500,24,22.2,5.23,Debt Consolidation,2022-02-01,Active,0,16.97
L017787,B011921,425800,60,14.07,7.12,Personal,2024-04-13,Active,0,6.95
L017788,B012403,170600,24,9.11,6.89,Personal,2023-12-28,Active,0,2.22
L017789,B010518,336000,36,25.94,6.93,Home Improvement,2025-10-18,Default,1,19.01
L017790,B010066,867200,48,12.25,4.86,Personal,2021-09-06,Active,0,7.39
L017791,B000121,313200,48,15.69,4.97,Education,2021-11-28,Active,0,10.72
L017792,B008009,488200,12,23.33,7.0,Debt Consolidation,2024-01-02,Active,0,16.33
L017793,B013884,243300,48,19.41,7.09,Medical,2023-06-16,Active,0,12.32
L017794,B005984,173100,36,10.98,5.24,Debt Consolidation,2022-03-01,Active,0,5.74
L017795,B005146,544200,24,16.22,5.26,Business,2022-01-01,Active,0,10.96
L017796,B016628,212200,48,16.46,6.74,Personal,2023-03-15,Default,1,9.72
L017797,B013542,1098600,24,9.57,5.66,Medical,2022-03-22,Active,0,3.91
L017798,B003416,222600,36,6.29,6.89,Business,2023-05-27,Closed,0,-0.6
L017799,B017335,65600,24,7.31,5.29,Medical,2022-02-02,Active,0,2.02
L017800,B012996,272300,48,16.85,5.88,Medical,2022-08-09,Active,0,10.97
L017801,B013008,204500,48,14.88,6.88,Education,2023-10-09,Active,0,8.0
L017802,B004240,299800,60,13.97,7.19,Business,2025-02-09,Active,0,6.78
L017803,B005112,202300,24,9.36,5.32,Personal,2022-01-27,Active,0,4.04
L017804,B014264,96200,24,17.29,7.01,Debt Consolidation,2025-11-03,Active,0,10.28
L017805,B003756,332400,36,25.67,6.64,Auto,2023-03-12,Closed,0,19.03
L017806,B001803,112400,24,16.61,6.96,Medical,2024-12-27,Active,0,9.65
L017807,B002899,324500,12,9.18,6.92,Personal,2025-02-13,Closed,0,2.26
L017808,B006389,594600,36,15.46,6.71,Business,2023-04-13,Closed,0,8.75
L017809,B009451,521500,24,8.23,6.88,Auto,2025-07-25,Closed,0,1.35
L017810,B006799,267800,36,18.68,6.23,Home Improvement,2022-11-20,Active,0,12.45
L017811,B008329,448600,48,17.46,6.94,Auto,2023-12-20,Active,0,10.52
L017812,B016029,340400,12,7.06,5.25,Personal,2022-01-22,Active,0,1.81
L017813,B016368,282600,48,12.89,5.84,Business,2022-09-19,Default,1,7.05
L017814,B009579,142700,48,11.8,4.35,Business,2021-02-19,Active,0,7.45
L017815,B015958,456200,12,12.37,6.62,Home Improvement,2023-03-04,Active,0,5.75
L017816,B001007,966000,36,15.07,6.94,Debt Consolidation,2025-04-25,Active,0,8.13
L017817,B002029,378600,12,15.57,5.15,Auto,2022-01-03,Active,0,10.42
L017818,B016073,359500,48,16.92,5.9,Home Improvement,2022-05-26,Closed,0,11.02
L017819,B017285,295900,36,14.83,5.07,Home Improvement,2021-12-14,Closed,0,9.76
L017820,B012450,171700,24,16.51,7.18,Medical,2025-12-02,Active,0,9.33
L017821,B004567,719900,36,19.24,4.44,Home Improvement,2021-06-10,Active,0,14.8
L017822,B007809,435400,36,7.92,7.09,Education,2024-02-03,Closed,0,0.83
L017823,B002216,42900,24,9.78,4.93,Medical,2021-09-12,Active,0,4.85
L017824,B008409,286000,24,9.58,6.85,Education,2023-03-17,Active,0,2.73
L017825,B001765,79800,36,8.65,5.55,Education,2022-04-07,Active,0,3.1
L017826,B001746,198900,24,13.87,6.85,Education,2023-06-01,Closed,0,7.02
L017827,B009132,356500,12,15.57,7.18,Business,2023-08-28,Active,0,8.39
L017828,B007521,46600,36,25.26,4.32,Business,2021-03-03,Closed,0,20.94
L017829,B007245,257500,24,8.39,5.42,Debt Consolidation,2022-05-25,Closed,0,2.97
L017830,B009281,1358500,12,11.03,7.23,Auto,2024-04-20,Active,0,3.8
L017831,B000590,143300,48,16.2,6.88,Home Improvement,2025-02-26,Default,1,9.32
L017832,B014565,301900,60,10.2,4.66,Auto,2021-06-20,Active,0,5.54
L017833,B017076,242700,36,12.17,5.13,Home Improvement,2021-12-07,Active,0,7.04
L017834,B011501,154200,24,10.81,6.56,Auto,2025-11-19,Closed,0,4.25
L017835,B016863,119700,48,8.36,7.24,Personal,2025-10-03,Active,0,1.12
L017836,B008844,343400,36,11.43,7.15,Home Improvement,2024-11-05,Closed,0,4.28
L017837,B012639,178600,48,9.65,5.76,Home Improvement,2022-07-08,Closed,0,3.89
L017838,B013583,505800,24,20.73,5.73,Home Improvement,2022-02-24,Active,0,15.0
L017839,B000214,574900,60,15.46,6.98,Medical,2024-05-26,Closed,0,8.48
L017840,B005738,315000,24,27.87,6.98,Personal,2025-07-07,Active,0,20.89
L017841,B009545,261600,12,21.43,6.94,Home Improvement,2025-06-05,Active,0,14.49
L017842,B001732,25000,36,18.18,7.1,Debt Consolidation,2024-01-21,Closed,0,11.08
L017843,B003344,70500,36,11.46,4.81,Debt Consolidation,2021-08-09,Active,0,6.65
L017844,B006626,482700,12,16.53,5.35,Debt Consolidation,2022-02-21,Closed,0,11.18
L017845,B010692,320400,36,22.3,4.44,Medical,2021-05-31,Active,0,17.86
L017846,B012182,237400,24,11.15,7.14,Debt Consolidation,2024-05-16,Active,0,4.01
L017847,B006156,77500,36,18.62,6.68,Personal,2023-04-24,Active,0,11.94
L017848,B004148,267600,48,17.55,5.35,Personal,2022-01-20,Closed,0,12.2
L017849,B012876,257800,12,17.21,4.32,Education,2021-03-29,Default,1,12.89
L017850,B002536,438100,24,15.68,6.68,Medical,2023-09-08,Active,0,9.0
L017851,B003177,378100,48,8.78,6.72,Auto,2023-04-03,Active,0,2.06
L017852,B002043,231600,48,9.96,6.87,Home Improvement,2023-09-26,Closed,0,3.09
L017853,B008922,577300,24,11.47,7.03,Auto,2024-11-07,Closed,0,4.44
L017854,B000703,92200,36,24.76,5.38,Personal,2022-02-08,Default,1,19.38
L017855,B015741,356800,36,12.66,7.19,Business,2025-03-01,Active,0,5.47
L017856,B001399,268600,24,18.97,7.05,Personal,2024-12-11,Active,0,11.92
L017857,B005239,224700,60,8.36,6.91,Medical,2023-05-18,Closed,0,1.45
L017858,B000949,383600,24,7.79,6.91,Debt Consolidation,2024-11-22,Closed,0,0.88
L017859,B006598,207700,60,7.99,6.94,Home Improvement,2023-08-13,Closed,0,1.05
L017860,B005162,1681700,36,16.24,7.17,Debt Consolidation,2023-10-10,Active,0,9.07
L017861,B013572,56500,48,18.56,4.15,Personal,2021-03-15,Active,0,14.41
L017862,B001848,160600,24,14.31,5.99,Auto,2022-09-21,Active,0,8.32
L017863,B001303,805000,48,19.14,6.26,Personal,2022-11-26,Default,1,12.88
L017864,B017275,128900,36,11.96,6.63,Home Improvement,2022-12-27,Active,0,5.33
L017865,B008736,96300,24,27.67,4.16,Medical,2021-03-20,Default,1,23.51
L017866,B014496,197200,60,18.02,5.42,Debt Consolidation,2021-12-03,Default,1,12.6
L017867,B011354,96400,12,16.09,7.23,Business,2024-08-15,Closed,0,8.86
L017868,B007038,197200,48,13.45,7.19,Personal,2023-07-14,Closed,0,6.26
L017869,B002656,498800,60,12.09,6.93,Personal,2024-02-27,Closed,0,5.16
L017870,B004358,259200,24,10.61,6.98,Business,2023-08-08,Closed,0,3.63
L017871,B012532,147900,36,15.04,6.95,Home Improvement,2025-05-08,Active,0,8.09
L017872,B004833,428100,24,12.8,4.65,Auto,2021-06-04,Closed,0,8.15
L017873,B009413,219900,36,9.3,6.29,Auto,2022-11-24,Closed,0,3.01
L017874,B008443,90700,36,13.77,6.84,Personal,2023-05-11,Closed,0,6.93
L017875,B001211,723400,36,20.19,6.94,Business,2025-12-07,Default,1,13.25
L017876,B006398,53300,12,14.32,4.13,Medical,2021-01-07,Active,0,10.19
L017877,B001663,443800,48,12.38,7.02,Business,2024-05-19,Active,0,5.36
L017878,B004068,352100,24,10.54,5.46,Business,2022-05-13,Default,1,5.08
L017879,B014184,238100,24,9.99,6.34,Debt Consolidation,2022-12-13,Active,0,3.65
L017880,B010822,61600,48,9.54,6.77,Business,2023-05-29,Closed,0,2.77
L017881,B003997,72200,12,27.47,6.79,Education,2024-03-30,Closed,0,20.68
L017882,B004631,125700,60,25.64,6.7,Personal,2024-09-23,Default,1,18.94
L017883,B007334,207500,36,9.68,6.8,Personal,2025-05-28,Active,0,2.88
L017884,B014045,835100,36,15.54,6.31,Home Improvement,2022-09-30,Closed,0,9.23
L017885,B007542,280100,48,20.11,6.65,Business,2023-05-09,Active,0,13.46
L017886,B010634,339400,36,20.74,7.09,Auto,2024-04-11,Default,1,13.65
L017887,B002938,54800,48,14.25,4.38,Auto,2021-01-21,Closed,0,9.87
L017888,B000855,338300,36,8.73,6.66,Debt Consolidation,2023-05-08,Active,0,2.07
L017889,B006551,215300,36,12.59,4.45,Personal,2021-05-26,Default,1,8.14
L017890,B006721,230500,24,18.42,6.73,Medical,2023-01-17,Active,0,11.69
L017891,B010595,273800,60,21.57,7.18,Home Improvement,2024-11-21,Default,1,14.39
L017892,B011905,281500,24,8.5,7.22,Education,2025-04-24,Active,0,1.28
L017893,B010851,190600,12,8.07,6.65,Home Improvement,2023-04-08,Active,0,1.42
L017894,B006058,302200,48,12.67,6.31,Auto,2022-10-22,Active,0,6.36
L017895,B013496,191200,36,14.73,6.91,Auto,2025-09-11,Default,1,7.82
L017896,B009976,74000,48,15.03,6.61,Auto,2023-03-30,Closed,0,8.42
L017897,B009816,33400,12,13.57,7.32,Education,2023-12-13,Closed,0,6.25
L017898,B010805,224900,36,23.21,7.12,Auto,2023-12-15,Default,1,16.09
L017899,B011539,525300,60,18.1,7.22,Education,2025-02-20,Closed,0,10.88
L017900,B004438,152800,12,23.72,6.79,Medical,2025-12-20,Closed,0,16.93
L017901,B010104,938400,24,8.2,6.91,Auto,2025-04-09,Active,0,1.29
L017902,B012338,164500,36,9.12,6.78,Auto,2023-12-01,Active,0,2.34
L017903,B013423,353000,12,23.82,6.74,Education,2023-04-19,Closed,0,17.08
L017904,B001244,31800,12,11.36,7.28,Education,2023-08-14,Closed,0,4.08
L017905,B012846,386400,12,21.28,4.24,Education,2021-03-26,Active,0,17.04
L017906,B002585,127700,48,23.39,5.76,Auto,2022-06-11,Active,0,17.63
L017907,B014055,101000,48,16.42,4.68,Debt Consolidation,2021-07-01,Default,1,11.74
L017908,B009475,121100,36,14.95,7.01,Home Improvement,2024-12-10,Active,0,7.94
L017909,B012727,499300,60,20.67,7.0,Education,2023-09-26,Active,0,13.67
L017910,B012077,121000,24,12.66,6.93,Personal,2024-09-18,Closed,0,5.73
L017911,B001166,597800,12,12.56,4.47,Medical,2021-06-01,Closed,0,8.09
L017912,B008734,248100,36,14.32,4.11,Auto,2021-01-28,Closed,0,10.21
L017913,B015307,180900,36,12.08,7.06,Education,2024-12-22,Active,0,5.02
L017914,B015122,237700,36,13.28,7.21,Personal,2025-01-27,Closed,0,6.07
L017915,B016562,249600,48,7.75,4.2,Home Improvement,2021-04-02,Active,0,3.55
L017916,B015192,94400,48,21.45,7.13,Medical,2025-06-02,Closed,0,14.32
L017917,B014900,212300,12,15.75,6.91,Auto,2023-06-16,Active,0,8.84
L017918,B005477,170700,60,13.7,7.02,Auto,2023-08-06,Closed,0,6.68
L017919,B007753,511400,24,14.91,6.87,Education,2024-10-10,Closed,0,8.04
L017920,B012157,431400,36,18.28,7.0,Personal,2025-06-16,Closed,0,11.28
L017921,B013948,95100,12,9.59,7.0,Business,2025-09-15,Closed,0,2.59
L017922,B013974,100900,36,17.15,7.07,Auto,2024-11-25,Active,0,10.08
L017923,B016684,146900,12,13.08,6.83,Home Improvement,2024-09-14,Active,0,6.25
L017924,B001482,116300,24,6.0,6.86,Auto,2025-01-08,Closed,0,-0.86
L017925,B004391,87000,48,12.74,7.17,Medical,2024-12-11,Active,0,5.57
L017926,B002001,594200,24,11.57,3.88,Education,2021-01-08,Active,0,7.69
L017927,B005540,104600,48,25.53,6.99,Education,2023-12-16,Default,1,18.54
L017928,B007675,261900,48,12.64,6.89,Personal,2024-05-03,Active,0,5.75
L017929,B015269,144700,48,24.84,7.01,Business,2023-10-31,Closed,0,17.83
L017930,B001978,1730600,60,13.24,4.36,Education,2021-04-21,Active,0,8.88
L017931,B011868,553300,48,17.65,7.06,Home Improvement,2025-03-15,Closed,0,10.59
L017932,B014820,175200,12,17.41,6.5,Business,2023-03-17,Active,0,10.91
L017933,B003620,1160900,12,11.89,6.86,Business,2024-02-14,Active,0,5.03
L017934,B009016,692700,48,22.96,5.74,Home Improvement,2022-04-05,Active,0,17.22
L017935,B010124,129200,48,27.24,7.23,Debt Consolidation,2024-04-26,Default,1,20.01
L017936,B012294,446200,36,12.62,3.97,Home Improvement,2021-02-10,Closed,0,8.65
L017937,B012896,278900,24,11.68,7.06,Debt Consolidation,2024-11-07,Closed,0,4.62
L017938,B009577,45400,24,14.52,6.79,Education,2024-06-12,Active,0,7.73
L017939,B004226,427800,36,21.73,6.93,Business,2025-02-27,Closed,0,14.8
L017940,B005328,740100,12,11.27,7.01,Personal,2023-05-17,Active,0,4.26
L017941,B015625,69200,36,14.07,3.96,Home Improvement,2021-01-12,Default,1,10.11
L017942,B015932,367300,36,19.58,5.0,Business,2021-09-08,Default,1,14.58
L017943,B015155,591500,48,11.32,6.73,Debt Consolidation,2024-09-15,Closed,0,4.59
L017944,B017281,70800,36,7.9,7.14,Auto,2023-11-28,Closed,0,0.76
L017945,B017052,98600,48,10.17,4.79,Business,2021-08-22,Closed,0,5.38
L017946,B016405,170500,36,19.56,4.06,Business,2021-01-01,Active,0,15.5
L017947,B007527,321200,36,22.53,4.51,Education,2021-07-18,Active,0,18.02
L017948,B017039,66900,36,13.45,4.54,Auto,2021-08-20,Closed,0,8.91
L017949,B007489,89800,36,24.47,6.11,Home Improvement,2022-10-24,Default,1,18.36
L017950,B010065,162100,48,15.69,6.73,Debt Consolidation,2022-12-01,Active,0,8.96
L017951,B000793,113100,12,18.77,6.92,Home Improvement,2024-02-05,Active,0,11.85
L017952,B000220,83900,48,13.37,5.13,Personal,2022-01-18,Active,0,8.24
L017953,B003827,56600,48,19.06,6.94,Home Improvement,2024-08-19,Active,0,12.12
L017954,B007519,174300,24,9.2,6.63,Auto,2023-03-09,Active,0,2.57
L017955,B010887,409500,36,14.1,6.95,Business,2025-11-18,Closed,0,7.15
L017956,B010058,175200,36,16.35,7.01,Home Improvement,2023-08-24,Default,1,9.34
L017957,B009403,261500,36,11.92,7.01,Home Improvement,2024-10-24,Active,0,4.91
L017958,B010019,93500,60,25.02,6.32,Medical,2022-11-09,Default,1,18.7
L017959,B010421,81000,48,14.39,5.88,Auto,2022-07-31,Active,0,8.51
L017960,B000276,108800,60,19.9,4.27,Medical,2021-03-14,Default,1,15.63
L017961,B009007,87400,36,14.29,6.76,Business,2024-11-08,Active,0,7.53
L017962,B010039,170800,36,19.85,6.94,Home Improvement,2024-09-01,Closed,0,12.91
L017963,B003926,299400,24,16.86,6.92,Personal,2024-05-27,Default,1,9.94
L017964,B007302,387000,36,18.19,4.99,Business,2021-11-28,Closed,0,13.2
L017965,B014203,636500,48,12.68,7.05,Personal,2025-04-13,Active,0,5.63
L017966,B013101,54200,36,10.56,5.76,Education,2022-07-18,Closed,0,4.8
L017967,B008068,52200,48,8.2,6.85,Business,2023-11-06,Active,0,1.35
L017968,B010723,76900,36,8.37,4.65,Personal,2021-05-17,Closed,0,3.72
L017969,B001516,162100,36,14.91,5.61,Auto,2022-05-18,Closed,0,9.3
L017970,B001908,83800,36,12.42,7.11,Home Improvement,2023-07-23,Active,0,5.31
L017971,B016105,211800,36,8.7,4.0,Business,2021-01-24,Active,0,4.7
L017972,B017752,237300,48,7.25,6.87,Auto,2025-04-28,Closed,0,0.38
L017973,B002375,121700,48,13.31,6.79,Medical,2023-12-06,Active,0,6.52
L017974,B003758,172600,12,14.89,7.25,Debt Consolidation,2025-05-16,Active,0,7.64
L017975,B012149,339900,12,15.06,6.58,Auto,2023-01-25,Active,0,8.48
L017976,B005273,644400,48,8.96,6.61,Education,2023-04-10,Active,0,2.35
L017977,B004265,313400,24,19.09,7.32,Personal,2024-04-02,Active,0,11.77
L017978,B003846,305000,36,6.0,6.74,Business,2025-04-12,Active,0,-0.74
L017979,B002254,167300,36,9.93,4.85,Education,2021-09-11,Closed,0,5.08
L017980,B003765,63900,48,10.07,6.8,Auto,2023-08-29,Active,0,3.27
L017981,B006834,1673200,12,16.89,5.07,Medical,2022-01-14,Active,0,11.82
L017982,B010706,322000,48,12.1,6.57,Business,2023-09-11,Closed,0,5.53
L017983,B007268,270300,36,20.25,5.38,Debt Consolidation,2022-03-01,Active,0,14.87
L017984,B003790,391600,36,8.79,7.06,Medical,2025-01-24,Active,0,1.73
L017985,B002115,63300,36,10.32,5.07,Education,2021-10-12,Closed,0,5.25
L017986,B016827,263500,60,20.35,5.74,Medical,2022-05-24,Active,0,14.61
L017987,B002304,276200,36,7.67,7.01,Home Improvement,2024-10-14,Closed,0,0.66
L017988,B010189,86000,24,13.74,4.33,Auto,2021-02-16,Default,1,9.41
L017989,B006817,159400,12,19.78,6.54,Home Improvement,2022-12-26,Closed,0,13.24
L017990,B009256,183800,48,13.51,4.22,Debt Consolidation,2021-04-12,Active,0,9.29
L017991,B003688,1952700,48,11.61,4.8,Personal,2021-07-31,Closed,0,6.81
L017992,B008911,104600,36,12.4,7.11,Medical,2025-05-04,Active,0,5.29
L017993,B010033,373600,36,7.57,4.17,Debt Consolidation,2021-04-09,Closed,0,3.4
L017994,B008960,377200,36,17.63,4.89,Home Improvement,2021-09-20,Default,1,12.74
L017995,B014898,74100,36,13.13,6.79,Business,2024-05-24,Active,0,6.34
L017996,B016906,150800,12,15.14,6.95,Business,2023-08-27,Closed,0,8.19
L017997,B006201,516400,60,7.83,6.09,Debt Consolidation,2022-09-01,Active,0,1.74
L017998,B017196,559800,24,12.85,4.86,Debt Consolidation,2021-08-14,Active,0,7.99
L017999,B015292,77900,12,11.61,6.88,Home Improvement,2024-07-29,Active,0,4.73
L018000,B005473,1865900,48,13.08,6.15,Personal,2022-10-10,Closed,0,6.93
L018001,B002195,267400,48,14.36,6.47,Business,2022-12-08,Default,1,7.89
L018002,B016871,738600,48,21.52,4.04,Business,2021-01-23,Active,0,17.48
L018003,B014268,569200,24,21.93,6.96,Medical,2023-10-18,Closed,0,14.97
L018004,B017872,318100,24,6.21,7.2,Debt Consolidation,2025-08-08,Active,0,-0.99
L018005,B003303,199700,48,18.13,7.1,Medical,2025-06-08,Closed,0,11.03
L018006,B003696,257700,12,9.33,7.04,Home Improvement,2024-07-05,Active,0,2.29
L018007,B003934,120600,12,10.18,6.75,Personal,2024-06-11,Active,0,3.43
L018008,B009888,234700,48,18.29,6.6,Home Improvement,2023-02-20,Active,0,11.69
L018009,B002549,164200,24,14.39,5.87,Debt Consolidation,2022-08-07,Active,0,8.52
L018010,B009884,84200,12,11.17,6.87,Auto,2023-11-28,Closed,0,4.3
L018011,B004224,155800,36,12.89,7.01,Auto,2025-03-09,Active,0,5.88
L018012,B000709,93300,36,22.05,5.8,Medical,2022-05-09,Active,0,16.25
L018013,B012564,394300,36,13.68,5.78,Personal,2022-03-21,Active,0,7.9
L018014,B013281,95300,36,8.87,5.24,Auto,2021-12-09,Active,0,3.63
L018015,B011277,64600,24,7.71,6.77,Home Improvement,2023-06-09,Closed,0,0.94
L018016,B007822,144200,36,12.72,6.47,Personal,2023-02-09,Closed,0,6.25
L018017,B006087,350900,36,14.91,6.94,Debt Consolidation,2024-10-25,Active,0,7.97
L018018,B011481,106200,36,19.48,5.04,Medical,2021-12-22,Active,0,14.44
L018019,B009319,422700,60,12.81,7.11,Personal,2025-05-26,Active,0,5.7
L018020,B003539,93600,24,9.03,5.97,Auto,2022-09-09,Closed,0,3.06
L018021,B006392,319800,48,11.52,6.8,Auto,2023-11-25,Active,0,4.72
L018022,B000922,425500,12,19.94,5.34,Education,2022-02-04,Default,1,14.6
L018023,B015725,1666500,60,26.18,4.5,Debt Consolidation,2021-03-16,Closed,0,21.68
L018024,B006706,170300,12,15.59,4.09,Home Improvement,2021-01-07,Active,0,11.5
L018025,B007412,236500,36,15.42,5.08,Business,2021-12-21,Active,0,10.34
L018026,B004892,309400,48,16.2,6.99,Medical,2023-04-12,Default,1,9.21
L018027,B009540,148500,36,11.25,6.99,Education,2023-07-07,Active,0,4.26
L018028,B009148,167500,48,21.31,4.09,Auto,2021-01-21,Default,1,17.22
L018029,B010002,335500,24,20.13,6.4,Debt Consolidation,2022-12-22,Default,1,13.73
L018030,B002151,424400,24,13.64,6.46,Home Improvement,2022-10-31,Active,0,7.18
L018031,B008721,540600,48,12.7,6.6,Medical,2023-03-07,Closed,0,6.1
L018032,B005295,823100,48,12.5,5.68,Medical,2022-06-20,Closed,0,6.82
L018033,B011545,115100,24,7.82,6.11,Medical,2022-08-14,Closed,0,1.71
L018034,B003097,58200,48,9.46,4.35,Medical,2021-02-01,Active,0,5.11
L018035,B006821,366100,36,13.35,4.77,Debt Consolidation,2021-08-26,Active,0,8.58
L018036,B017201,667400,48,21.43,5.64,Education,2022-05-31,Closed,0,15.79
L018037,B001025,328300,36,16.78,4.38,Auto,2021-04-07,Closed,0,12.4
L018038,B015466,119700,36,9.96,6.02,Education,2022-12-21,Active,0,3.94
L018039,B004375,136900,60,13.03,6.31,Personal,2022-12-22,Closed,0,6.72
